		Li	Ow	Li	Hw	Li	C00	Li	C01	Li	O02	Li	C03	Li	O04	Li	O05	Li	C06	Li	H07	Li	CBT	Li	F1	Li	SBT	Li	NBT	Li	OBT
98	5.85	0.871044	2.05989	0.916097	4.6766	1.21398	1.04669	0.6251	1.11954	0.551747	1.06907	0.393441	1.07634	0.560328	0.954929	0.609587	1.14965	0.758228	1.21507	1.25281	0.835866	0.949255	5.53758	1.35508	15.7611	1.16243	6.07343	0.568064	2.97839	0.953543	10.0538
99	5.91	0.903698	2.12417	0.920326	4.80751	1.10078	1.0919	0.606264	1.14444	0.552823	1.09178	0.400499	1.09279	0.586226	0.979006	0.611879	1.17478	0.757818	1.24619	1.31653	0.889936	0.949734	5.66443	1.21285	16.247	1.07901	6.21755	0.600236	3.01847	0.983919	10.3166
100	5.97	0.934694	2.192	0.925064	4.94178	0.994387	1.13357	0.58931	1.16913	0.551	1.11487	0.408561	1.10991	0.613486	1.00472	0.612737	1.20046	0.760126	1.27805	1.37168	0.947422	0.949893	5.79389	1.09509	16.6948	0.970968	6.34988	0.633203	3.06162	1.00911	10.5917
101	6.03	0.96567	2.2635	0.930625	5.07959	0.90378	1.17221	0.577561	1.19383	0.545504	1.13819	0.420029	1.12787	0.638764	1.03203	0.613581	1.22669	0.757324	1.31043	1.41542	1.00794	0.949854	5.92596	1.01453	17.118	0.847215	6.46768	0.664096	3.10779	1.03287	10.8789
102	6.09	0.997437	2.33883	0.935121	5.22083	0.827176	1.20829	0.564208	1.21843	0.54053	1.16177	0.431331	1.14668	0.664831	1.06102	0.612789	1.25342	0.754194	1.34332	1.44058	1.07076	0.947551	6.06035	0.965926	17.5289	0.727077	6.57079	0.692088	3.15686	1.05481	11.1781
103	6.15	1.03358	2.41843	0.936971	5.36516	0.765854	1.24235	0.556133	1.24317	0.535232	1.18557	0.445735	1.1665	0.687483	1.0916	0.611762	1.28062	0.750573	1.3767	1.44928	1.13522	0.944315	6.19692	0.937584	17.9358	0.632157	6.66222	0.715991	3.20864	1.07651	11.4895
104	6.21	1.07076	2.50251	0.938354	5.51253	0.716139	1.27482	0.549251	1.26807	0.53063	1.20963	0.464018	1.18754	0.709342	1.12376	0.610244	1.3083	0.746006	1.41053	1.43189	1.20015	0.940655	6.33564	0.921791	18.3436	0.570334	6.74633	0.735011	3.26284	1.09758	11.8132
105	6.27	1.10953	2.59133	0.940167	5.66305	0.686921	1.30658	0.54452	1.29324	0.528744	1.23408	0.48047	1.20975	0.731126	1.15756	0.609132	1.33645	0.738328	1.44466	1.39733	1.26474	0.93656	6.47643	0.912403	18.755	0.536911	6.82704	0.746946	3.31898	1.11917	12.1497
106	6.33	1.14952	2.68512	0.944733	5.81721	0.674674	1.33836	0.546437	1.31899	0.530018	1.25905	0.501006	1.23336	0.754482	1.19311	0.608407	1.36512	0.73212	1.47915	1.34211	1.32798	0.932294	6.61928	0.908638	19.1727	0.522137	6.90704	0.751301	3.37654	1.13905	12.4987
107	6.39	1.18638	2.78376	0.952256	5.97556	0.678432	1.37094	0.547171	1.34526	0.534226	1.2847	0.521789	1.25841	0.776811	1.2304	0.610529	1.39443	0.728266	1.51412	1.27352	1.38912	0.925063	6.76372	0.907343	19.5977	0.518176	6.98795	0.75075	3.43515	1.1568	12.86
108	6.45	1.21908	2.88703	0.962334	6.1386	0.688951	1.40464	0.554029	1.37236	0.541862	1.3112	0.545041	1.28507	0.802938	1.26968	0.614684	1.4245	0.726727	1.54967	1.19791	1.44772	0.915562	6.90937	0.90809	20.0311	0.519926	7.07066	0.745768	3.49447	1.16874	13.2318
109	6.51	1.2439	2.99438	0.97662	6.30716	0.704477	1.43975	0.562817	1.40041	0.554127	1.33882	0.570879	1.31352	0.829015	1.31099	0.623554	1.45558	0.727001	1.5859	1.12422	1.50375	0.902545	7.05564	0.910938	20.474	0.52513	7.15577	0.736805	3.55417	1.17241	13.6118
110	6.57	1.26239	3.10533	0.992826	6.48169	0.721423	1.47636	0.575996	1.42965	0.567249	1.36761	0.59899	1.34392	0.853981	1.35434	0.633408	1.48773	0.732026	1.62305	1.0606	1.55758	0.88767	7.20216	0.914838	20.927	0.532841	7.24372	0.726237	3.61411	1.1607	13.995
111	6.63	1.27726	3.21966	1.01188	6.66283	0.741178	1.51467	0.589316	1.46011	0.583887	1.39779	0.62676	1.37632	0.879805	1.39981	0.649972	1.52132	0.742513	1.66143	1.00972	1.60977	0.872157	7.34876	0.920952	21.3914	0.541302	7.3347	0.715592	3.67425	1.13291	14.3759
112	6.69	1.28739	3.33698	1.03245	6.85102	0.763042	1.55483	0.608639	1.49214	0.602647	1.4295	0.65572	1.41083	0.904634	1.44742	0.667909	1.55647	0.756555	1.70124	0.976679	1.66117	0.858295	7.49565	0.928257	21.868	0.551251	7.42905	0.704507	3.73454	1.09171	14.7496
113	6.75	1.29854	3.45746	1.05385	7.04656	0.787792	1.59704	0.630172	1.5259	0.623495	1.46291	0.684415	1.4475	0.92954	1.49722	0.690131	1.59345	0.776947	1.74287	0.954793	1.71232	0.845679	7.64299	0.937294	22.3579	0.563274	7.52719	0.695826	3.79515	1.04702	15.1144
114	6.81	1.30919	3.58109	1.07637	7.24985	0.812286	1.64133	0.65623	1.56168	0.647206	1.4982	0.71382	1.48642	0.957017	1.54941	0.713976	1.63238	0.804307	1.78673	0.942738	1.76373	0.837402	7.79149	0.94788	22.8622	0.574792	7.62912	0.68781	3.85614	1.00704	15.4716
115	6.87	1.31871	3.70782	1.09894	7.46108	0.840474	1.68797	0.68417	1.59965	0.670254	1.5354	0.743746	1.5277	0.984074	1.60402	0.738377	1.67336	0.83366	1.83299	0.939984	1.8159	0.830996	7.94147	0.959031	23.3815	0.588611	7.73535	0.684526	3.91791	0.976287	15.824
116	6.93	1.32804	3.83769	1.12011	7.68015	0.866287	1.73689	0.715091	1.64003	0.695095	1.57465	0.771485	1.57126	1.01704	1.66146	0.765311	1.71657	0.8668	1.88194	0.938935	1.86892	0.827547	8.09344	0.968384	23.915	0.601972	7.8459	0.684509	3.98077	0.954085	16.1744
117	6.99	1.33285	3.9703	1.1395	7.90689	0.893158	1.78821	0.747762	1.683	0.720894	1.61607	0.800652	1.61726	1.05201	1.7219	0.792953	1.76213	0.901506	1.93374	0.941168	1.92299	0.820469	8.24674	0.976601	24.4624	0.617376	7.96125	0.686732	4.04492	0.937276	16.5246
118	7.05	1.33182	4.10509	1.15882	8.14145	0.917321	1.84182	0.779635	1.72856	0.747446	1.65975	0.829836	1.66576	1.09239	1.78574	0.821347	1.81013	0.93661	1.98848	0.947243	1.97835	0.808072	8.40032	0.982782	25.0227	0.632794	8.08152	0.693808	4.11085	0.925892	16.8766
119	7.11	1.32264	4.24123	1.17611	8.38358	0.941818	1.8978	0.813527	1.77692	0.775468	1.70585	0.85829	1.71678	1.1301	1.85292	0.847969	1.86054	0.971356	2.04622	0.953356	2.03502	0.788624	8.55277	0.986672	25.5949	0.650072	8.20718	0.702754	4.17878	0.920512	17.2325
120	7.17	1.30812	4.37817	1.19178	8.63309	0.963944	1.95607	0.84561	1.82803	0.805266	1.75452	0.888697	1.7705	1.17025	1.92366	0.874882	1.91343	1.00458	2.10694	0.96134	2.09313	0.763024	8.70277	0.988996	26.1782	0.667462	8.33839	0.714981	4.24905	0.921998	17.595
121	7.23	1.28719	4.51518	1.20416	8.88943	0.985025	2.01662	0.87788	1.88199	0.836635	1.80595	0.921155	1.82712	1.20095	1.99747	0.899457	1.96871	1.03407	2.1705	0.968681	2.15267	0.74011	8.85071	0.98898	26.7712	0.685284	8.47537	0.730356	4.32205	0.928487	17.9662
122	7.29	1.26428	4.65199	1.2146	9.15231	1.00362	2.07933	0.907257	1.93869	0.866911	1.86012	0.952407	1.88664	1.22425	2.07398	0.921582	2.0263	1.06208	2.23687	0.976589	2.2137	0.722778	8.99759	0.988239	27.3737	0.704131	8.61847	0.744807	4.39773	0.938384	18.3475
123	7.35	1.24059	4.78846	1.22405	9.42161	1.01986	2.14412	0.936577	1.99818	0.899212	1.91724	0.984421	1.94917	1.23869	2.15266	0.942706	2.08618	1.08965	2.30609	0.982834	2.27613	0.716381	9.14558	0.985349	27.9844	0.725242	8.76828	0.759437	4.47617	0.947509	18.739
124	7.41	1.21875	4.92473	1.23053	9.69677	1.03776	2.21112	0.964347	2.06045	0.930941	1.97735	1.01681	2.01482	1.24488	2.23304	0.961426	2.14826	1.1142	2.37803	0.989729	2.34003	0.719334	9.29661	0.981618	28.6027	0.746635	8.92505	0.773552	4.55738	0.955378	19.1402
125	7.47	1.19983	5.06106	1.23259	9.97687	1.05192	2.28014	0.991278	2.12549	0.961499	2.04044	1.04766	2.08356	1.24534	2.31475	0.976489	2.21233	1.13651	2.4526	0.995817	2.40537	0.729213	9.45221	0.974872	29.2267	0.76813	9.08895	0.786525	4.64129	0.960116	19.5499
126	7.53	1.18231	5.19756	1.23253	10.2615	1.06604	2.35122	1.01545	2.19319	0.989576	2.10641	1.08119	2.15565	1.23599	2.39715	0.992409	2.2785	1.1567	2.52972	1.00076	2.4721	0.74293	9.61329	0.968483	29.8567	0.790725	9.2604	0.799494	4.72796	0.961644	19.967
127	7.59	1.16995	5.3348	1.22921	10.5499	1.07735	2.4242	1.03904	2.26357	1.01821	2.17539	1.10838	2.23073	1.22325	2.48002	1.00733	2.34673	1.17209	2.60911	1.00368	2.54009	0.760596	9.78084	0.960449	30.4914	0.813071	9.43951	0.811638	4.81736	0.959708	20.3898
128	7.65	1.16003	5.47304	1.22199	10.8411	1.08823	2.49908	1.06	2.33652	1.04426	2.24725	1.13658	2.30894	1.21008	2.56329	1.02275	2.41711	1.18252	2.69049	1.0086	2.60949	0.779186	9.95521	0.953704	31.1317	0.837297	9.62689	0.823779	4.90954	0.955902	20.8176
129	7.71	1.15426	5.61275	1.21256	11.1346	1.09512	2.57563	1.08274	2.4122	1.06732	2.32185	1.16022	2.39004	1.19387	2.64674	1.03717	2.48961	1.18984	2.77366	1.01555	2.68048	0.798158	10.1366	0.94796	31.7782	0.861445	9.8227	0.834678	5.0044	0.951089	21.25
130	7.77	1.15087	5.75423	1.19988	11.4297	1.10393	2.654	1.10042	2.49032	1.09184	2.39936	1.18173	2.47393	1.17574	2.7302	1.05083	2.5642	1.19571	2.85854	1.02087	2.75295	0.819447	10.3258	0.942824	32.4311	0.888107	10.0277	0.845429	5.10199	0.946975	21.6872
131	7.83	1.15071	5.89789	1.187	11.726	1.10928	2.73396	1.11586	2.57076	1.11313	2.4796	1.20045	2.56047	1.16254	2.81401	1.06863	2.64124	1.19808	2.94491	1.02828	2.82708	0.840267	10.5228	0.939856	33.0922	0.914481	10.2421	0.854794	5.20219	0.944291	22.13
132	7.89	1.15142	6.04384	1.17401	12.0237	1.11268	2.81541	1.12996	2.65347	1.13496	2.56268	1.2116	2.64916	1.14855	2.89808	1.08496	2.72066	1.19369	3.03229	1.03453	2.90281	0.862368	10.7281	0.93827	33.7622	0.94228	10.4664	0.863028	5.30491	0.942519	22.5787
133	7.95	1.15452	6.19242	1.16198	12.3227	1.11653	2.89839	1.14215	2.73835	1.15473	2.6485	1.22035	2.73985	1.14179	2.98294	1.10246	2.80259	1.18992	3.12072	1.04234	2.98027	0.884533	10.9419	0.939067	34.4431	0.969985	10.7009	0.86864	5.40988	0.9431	23.0346
134	8.01	1.15678	6.34355	1.14998	12.6232	1.12104	2.98297	1.15136	2.82522	1.17117	2.73686	1.22726	2.83244	1.13805	3.0688	1.12163	2.88721	1.18229	3.20991	1.04839	3.05936	0.907643	11.1646	0.940356	35.1352	0.998698	10.9459	0.873604	5.51705	0.946304	23.4989
135	8.07	1.1604	6.49743	1.13861	12.9252	1.12468	3.06909	1.16096	2.91412	1.18718	2.82777	1.23014	2.92664	1.13704	3.15587	1.13962	2.97448	1.17316	3.29975	1.05383	3.14006	0.931254	11.3965	0.943293	35.84	1.02476	11.2011	0.877095	5.62626	0.950157	23.9722
136	8.13	1.16372	6.65406	1.12957	13.2293	1.12818	3.15677	1.16882	3.00496	1.20149	2.92115	1.23215	3.0224	1.13997	3.24447	1.15704	3.06441	1.16501	3.3903	1.0594	3.2224	0.955741	11.638	0.945625	36.557	1.0507	11.4666	0.880184	5.73749	0.954851	24.4548
137	8.19	1.16465	6.81313	1.12178	13.5357	1.13273	3.24611	1.17633	3.09774	1.21075	3.01664	1.23557	3.11986	1.14489	3.33477	1.17551	3.15712	1.15746	3.48159	1.06274	3.30622	0.9792	11.8892	0.947956	37.2864	1.07559	11.7425	0.883465	5.85079	0.960423	24.9475
138	8.25	1.16497	6.97458	1.11494	13.8447	1.13788	3.33718	1.18421	3.19252	1.2186	3.11417	1.23329	3.21856	1.15358	3.42709	1.19216	3.25253	1.15101	3.57371	1.06804	3.3917	1.00144	12.1498	0.948249	38.0268	1.09655	12.0279	0.887279	5.96626	0.967117	25.451
139	8.31	1.16609	7.13855	1.10847	14.1565	1.14141	3.42986	1.19211	3.28931	1.22266	3.21345	1.23341	3.31871	1.16421	3.52162	1.20775	3.3506	1.1463	3.66679	1.06739	3.47837	1.02172	12.4196	0.947445	38.7774	1.11535	12.3224	0.894396	6.08435	0.97361	25.9651
140	8.37	1.1632	7.30449	1.10357	14.4713	1.14504	3.52419	1.19915	3.3881	1.22527	3.31438	1.23337	3.42031	1.17422	3.61835	1.22166	3.45124	1.14412	3.76103	1.06827	3.56637	1.03867	12.6979	0.944994	39.5368	1.12797	12.6246	0.90403	6.20544	0.98018	26.4903
141	8.43	1.15883	7.47218	1.0978	14.789	1.14954	3.62025	1.20962	3.48918	1.22706	3.41692	1.23032	3.52312	1.1872	3.71756	1.23247	3.55423	1.14294	3.85654	1.06773	3.65559	1.05108	12.9835	0.942833	40.3055	1.13616	12.9334	0.914552	6.3297	0.986765	27.0266
142	8.49	1.15318	7.64143	1.093	15.1099	1.15109	3.71781	1.21775	3.59239	1.22582	3.52082	1.23021	3.62739	1.19743	3.81905	1.24154	3.65946	1.14541	3.95362	1.06435	3.7458	1.06273	13.2764	0.941885	41.0843	1.14077	13.2478	0.92711	6.45747	0.992063	27.5735
143	8.55	1.1454	7.81193	1.08765	15.4337	1.15011	3.81667	1.22678	3.69784	1.22585	3.62619	1.22689	3.73285	1.20601	3.92271	1.24889	3.76681	1.14855	4.05235	1.06077	3.83698	1.07103	13.5758	0.942964	41.8751	1.1388	13.5661	0.942436	6.5892	0.997021	28.1309
144	8.61	1.13594	7.9834	1.08274	15.7606	1.15046	3.91695	1.23564	3.80555	1.2261	3.73307	1.22627	3.83974	1.21101	4.02828	1.25537	3.87624	1.15338	4.15289	1.05709	3.92913	1.07708	13.8812	0.945562	42.6792	1.13353	13.8875	0.957415	6.7249	1.00123	28.6986
145	8.67	1.12523	8.15563	1.0766	16.0901	1.14825	4.01845	1.24358	3.91547	1.22469	3.84131	1.22559	3.94807	1.21463	4.13563	1.25607	3.98726	1.15937	4.25536	1.05345	4.02224	1.08221	14.1922	0.94942	43.4979	1.12559	14.211	0.972646	6.86469	1.00389	29.2757
146	8.73	1.114	8.32851	1.07096	16.4225	1.14508	4.12106	1.24909	4.0274	1.22579	3.95116	1.22617	4.05795	1.21489	4.24451	1.2561	4.09982	1.16385	4.35966	1.04879	4.11623	1.08516	14.5085	0.954552	44.3325	1.11654	14.5364	0.9897	7.0089	1.00562	29.8618
147	8.79	1.10182	8.50186	1.06406	16.7574	1.13957	4.22459	1.25233	4.14118	1.22774	4.06271	1.22825	4.16954	1.21161	4.35458	1.25346	4.2137	1.16656	4.46564	1.04431	4.21111	1.08902	14.8302	0.959905	45.1833	1.10831	14.8639	1.00538	7.15742	1.00678	30.4567
148	8.85	1.09024	8.67573	1.05714	17.0946	1.13499	4.32912	1.2516	4.25645	1.22898	4.17589	1.23054	4.28287	1.20753	4.46579	1.24761	4.3286	1.16778	4.57319	1.04084	4.30696	1.09149	15.1571	0.965948	46.0512	1.1008	15.1936	1.02134	7.31037	1.00733	31.0601
149	8.91	1.07667	8.84978	1.05023	17.4341	1.1271	4.43434	1.24764	4.37291	1.23207	4.2909	1.23185	4.39786	1.20188	4.57799	1.24328	4.44466	1.16857	4.68228	1.03854	4.40391	1.09384	15.4892	0.972279	46.9367	1.09539	15.5261	1.0373	7.46782	1.00899	31.6727
150	8.97	1.06447	9.02418	1.04367	17.7761	1.11963	4.54026	1.24231	4.49045	1.23567	4.40781	1.23353	4.51457	1.19315	4.69087	1.23671	4.56167	1.16294	4.7923	1.03526	4.50186	1.09633	15.8265	0.978722	47.8401	1.09235	15.8622	1.05254	7.62974	1.01062	32.2946
151	9.03	1.05166	9.1988	1.03701	18.1205	1.11057	4.64675	1.23218	4.60859	1.23943	4.52665	1.23493	4.63297	1.18574	4.80456	1.22951	4.67956	1.15462	4.90301	1.03185	4.60079	1.10017	16.1695	0.985121	48.7616	1.08981	16.202	1.06736	7.79614	1.01227	32.9259
152	9.09	1.03834	9.3735	1.03004	18.4671	1.10128	4.75375	1.22054	4.72718	1.24059	4.64718	1.23494	4.75296	1.17637	4.91885	1.22399	4.79848	1.1445	5.01421	1.02968	4.70083	1.10277	16.518	0.991678	49.7016	1.08881	16.546	1.08188	7.96706	1.01439	33.5669
153	9.15	1.02624	9.54845	1.024	18.8162	1.09106	4.86116	1.20803	4.8461	1.24031	4.76929	1.23542	4.87458	1.16678	5.03372	1.21691	4.91828	1.13203	5.12565	1.02684	4.80192	1.10559	16.8719	0.997831	50.6599	1.08866	16.8945	1.09577	8.14247	1.01745	34.2184
154	9.21	1.01232	9.7233	1.01684	19.1675	1.08041	4.96892	1.19331	4.96512	1.23875	4.89284	1.23536	4.9978	1.15985	5.1494	1.2117	5.03913	1.11669	5.23703	1.02271	4.90393	1.10835	17.2314	1.00353	51.6365	1.08795	17.2474	1.11024	8.32253	1.0202	34.8802
155	9.27	1.0003	9.89833	1.01028	19.521	1.06984	5.07702	1.17912	5.08427	1.23647	5.01778	1.23422	5.12251	1.15104	5.26571	1.20481	5.16087	1.10205	5.34839	1.01811	5.0068	1.10984	17.5961	1.00942	52.6316	1.08629	17.6044	1.12325	8.50707	1.0232	35.5526
156	9.33	0.988293	10.0735	1.00477	19.8772	1.05865	5.18538	1.16672	5.20369	1.23287	5.14397	1.23341	5.24876	1.14451	5.38286	1.19945	5.28364	1.08595	5.45954	1.01436	5.11063	1.1103	17.9657	1.01455	53.6447	1.08361	17.9651	1.13538	8.69604	1.02632	36.2359
157	9.39	0.977917	10.2491	0.998089	20.2356	1.04826	5.29406	1.15422	5.32336	1.22707	5.27119	1.23261	5.37655	1.13717	5.50076	1.19415	5.40745	1.06944	5.57042	1.01001	5.21535	1.10934	18.3398	1.01933	54.6757	1.08016	18.3293	1.14582	8.88921	1.02885	36.9297
158	9.45	0.967581	10.425	0.992821	20.5967	1.03878	5.40314	1.14493	5.44358	1.22274	5.39959	1.23413	5.50614	1.13048	5.61947	1.18724	5.53212	1.05569	5.68127	1.00609	5.32099	1.10642	18.7176	1.02351	55.7243	1.07625	18.6968	1.15385	9.08622	1.03093	37.6338
159	9.51	0.958679	10.6016	0.987344	20.9603	1.03059	5.51274	1.13536	5.56432	1.21518	5.52881	1.23523	5.6375	1.12453	5.73905	1.18046	5.65765	1.04414	5.79231	1.00099	5.42744	1.10198	19.0987	1.02748	56.7903	1.07177	19.0675	1.16062	9.28691	1.03249	38.3479
160	9.57	0.950414	10.7788	0.981988	21.3266	1.02322	5.62293	1.129	5.68591	1.20876	5.65899	1.23885	5.77091	1.11808	5.85946	1.17277	5.78395	1.03227	5.90348	0.996414	5.53475	1.09699	19.4829	1.03084	57.8733	1.06897	19.4418	1.1651	9.49093	1.0323	39.071
161	9.63	0.943332	10.957	0.977804	21.6959	1.01587	5.7337	1.1253	5.80861	1.2007	5.78992	1.24245	5.9064	1.11212	5.98073	1.16326	5.9108	1.02156	6.01487	0.993319	5.64306	1.09192	19.8701	1.0335	58.9728	1.06594	19.8198	1.16954	9.6983	1.0304	39.8018
162	9.69	0.936379	11.136	0.973878	22.0683	1.01211	5.84545	1.12037	5.93231	1.19177	5.9215	1.24569	6.04393	1.10575	6.10282	1.15627	6.03846	1.01322	6.12674	0.989737	5.75234	1.08511	20.2597	1.03568	60.0884	1.06369	20.2017	1.17161	9.90863	1.02732	40.5395
163	9.75	0.930318	11.3161	0.970783	22.4441	1.00708	5.95802	1.11836	6.05732	1.18485	6.05394	1.24649	6.18326	1.09908	6.22567	1.14804	6.16679	1.00653	6.23925	0.98741	5.86271	1.07885	20.6519	1.03794	61.2203	1.06302	20.5882	1.17274	10.1218	1.02229	41.2827
164	9.81	0.924056	11.4971	0.968933	22.8239	1.00413	6.07165	1.11589	6.1836	1.17622	6.18704	1.24382	6.32402	1.09257	6.34931	1.13919	6.2957	1.00081	6.3525	0.984574	5.97413	1.07291	21.0467	1.03859	62.3669	1.06316	20.9794	1.1727	10.3376	1.01573	42.0303
165	9.87	0.918218	11.6793	0.967547	23.2077	1.00109	6.18632	1.11034	6.31078	1.16661	6.32068	1.23988	6.46604	1.08508	6.4736	1.13184	6.42535	0.995996	6.46659	0.983675	6.0868	1.06556	21.4436	1.03928	63.5284	1.06421	21.3758	1.17232	10.5559	1.00908	42.7821
166	9.93	0.913136	11.8626	0.967131	23.5961	0.997782	6.30201	1.10567	6.43898	1.15963	6.45513	1.23124	6.6088	1.07649	6.59842	1.12517	6.55581	0.991062	6.5815	0.982524	6.20072	1.05951	21.8431	1.03941	64.7041	1.06374	21.7769	1.16938	10.7764	1.00169	43.5375
167	9.99	0.908693	12.0473	0.96738	23.9893	0.993836	6.41864	1.09816	6.56785	1.15525	6.5907	1.21998	6.75196	1.069	6.72386	1.11894	6.68712	0.988506	6.6975	0.981233	6.31587	1.05285	22.2449	1.03879	65.8934	1.06526	22.1835	1.16532	10.9987	0.995366	44.2972
168	10.05	0.903952	12.2332	0.96852	24.3876	0.988914	6.53608	1.08944	6.69724	1.14983	6.72726	1.2062	6.89522	1.06055	6.84982	1.11159	6.81913	0.984155	6.81439	0.980164	6.43228	1.04597	22.6489	1.03779	67.0959	1.06507	22.5948	1.15942	11.2226	0.98898	45.0611
169	10.11	0.901057	12.4207	0.969396	24.7912	0.984246	6.65438	1.07786	6.82678	1.14512	6.86489	1.18909	7.03813	1.05026	6.97605	1.10753	6.95224	0.982854	6.93251	0.981094	6.55019	1.03886	23.0549	1.03571	68.3103	1.06624	23.0116	1.1522	11.4478	0.983752	45.8301
170	10.17	0.899478	12.6102	0.970815	25.2001	0.980374	6.77361	1.06752	6.95661	1.14183	7.00375	1.16983	7.1804	1.04049	7.10259	1.10236	7.08631	0.979493	7.05164	0.980766	6.66947	1.03158	23.4629	1.03388	69.537	1.06608	23.4332	1.1462	11.6745	0.980014	46.6053
171	10.23	0.898826	12.8017	0.970643	25.6138	0.975398	6.89364	1.05357	7.08626	1.13877	7.14389	1.14891	7.32178	1.03122	7.22949	1.09676	7.22127	0.977896	7.17197	0.98098	6.79019	1.02412	23.8728	1.03164	70.7756	1.06688	23.8602	1.1392	11.9024	0.977015	47.3873
172	10.29	0.899687	12.9957	0.972553	26.0331	0.970692	7.01449	1.04188	7.21598	1.13463	7.28515	1.12706	7.46211	1.02097	7.3566	1.09109	7.35712	0.977329	7.29365	0.981087	6.91234	1.01712	24.2846	1.02871	72.0251	1.06618	24.2918	1.13377	12.1319	0.975516	48.1773
173	10.35	0.902036	13.1924	0.971906	26.4571	0.966646	7.13625	1.02968	7.34568	1.12906	7.42737	1.10594	7.60141	1.01286	7.48418	1.08537	7.49383	0.975732	7.41656	0.982083	7.03604	1.00973	24.6982	1.02583	73.2858	1.0638	24.7276	1.12934	12.3632	0.974885	48.976
174	10.41	0.905571	13.3923	0.971899	26.8861	0.962884	7.25895	1.01701	7.47527	1.12354	7.57054	1.08491	7.73966	1.00527	7.61228	1.07895	7.63132	0.975066	7.54081	0.983492	7.16136	1.00271	25.1137	1.02258	74.557	1.06026	25.167	1.1257	12.5965	0.975285	49.7842
175	10.47	0.910197	13.5954	0.971224	27.3196	0.960358	7.38274	1.00651	7.60501	1.11493	7.71425	1.06694	7.87718	0.997662	7.74088	1.07176	7.76947	0.976441	7.66667	0.984474	7.28826	0.995455	25.531	1.01947	75.839	1.05556	25.6094	1.12254	12.8318	0.976132	50.6026
176	10.53	0.91587	13.8022	0.970232	27.7578	0.95701	7.50751	0.997398	7.73505	1.10769	7.85867	1.04921	8.01398	0.991355	7.87013	1.06427	7.90823	0.976612	7.794	0.985301	7.41672	0.988755	25.9502	1.01595	77.1313	1.0482	26.0539	1.11991	13.0692	0.97788	51.4318
177	10.59	0.922555	14.0129	0.968825	28.2002	0.955625	7.63353	0.988684	7.86543	1.0977	8.00342	1.03512	8.15048	0.984952	8.00002	1.05478	8.04732	0.977773	7.92294	0.986545	7.54682	0.98188	26.3713	1.01248	78.4339	1.04002	26.4999	1.11792	13.3089	0.979568	52.272
178	10.65	0.929578	14.2276	0.966331	28.6466	0.95431	7.7608	0.980477	7.99619	1.08763	8.14848	1.02115	8.28667	0.978673	8.13054	1.0452	8.18672	0.980137	8.05366	0.987649	7.67854	0.975989	26.7946	1.00897	79.7468	1.0304	26.9468	1.11507	13.5507	0.981289	53.1232
179	10.71	0.935848	14.4462	0.965097	29.0974	0.954618	7.88956	0.972577	8.12737	1.07816	8.2939	1.01186	8.42314	0.974033	8.26191	1.03494	8.32631	0.981456	8.18603	0.989768	7.81204	0.97009	27.2201	1.00547	81.0698	1.02014	27.3942	1.11175	13.7945	0.982727	53.9853
180	10.77	0.94222	14.6687	0.963832	29.5527	0.95451	8.01975	0.966464	8.25918	1.06703	8.43943	1.00253	8.55988	0.967853	8.39392	1.02456	8.46605	0.983088	8.32012	0.990972	7.9472	0.965471	27.6483	1.00188	82.4029	1.01048	27.8424	1.1071	14.0401	0.98438	54.8585
181	10.83	0.947787	14.8951	0.963208	30.0128	0.954038	8.15132	0.959988	8.39158	1.05549	8.585	0.995045	8.69711	0.962817	8.52671	1.01396	8.60589	0.984436	8.45588	0.991943	8.084	0.961479	28.0796	0.998827	83.7469	1.0017	28.2917	1.10205	14.2872	0.985463	55.7425
182	10.89	0.952282	15.125	0.963394	30.4781	0.955751	8.2846	0.954982	8.52475	1.04533	8.73077	0.986425	8.83467	0.956515	8.66009	1.00188	8.7456	0.984855	8.59322	0.994562	8.22269	0.957503	28.5138	0.995421	85.1011	0.994706	28.7428	1.09504	14.5355	0.986967	56.6377
183	10.95	0.955105	15.3582	0.964374	30.949	0.957128	8.41954	0.947494	8.65834	1.03441	8.87661	0.977295	8.97245	0.950176	8.79405	0.989563	8.88511	0.984851	8.73207	0.996052	8.36312	0.954859	28.9516	0.993179	86.4672	0.989154	29.1963	1.08569	14.7844	0.988273	57.5439
184	11.01	0.957673	15.5946	0.96536	31.4255	0.958421	8.55615	0.941923	8.7926	1.02349	9.02249	0.968342	9.11048	0.945714	8.92885	0.976661	9.02432	0.982892	8.87217	0.998986	8.50551	0.953883	29.3938	0.990904	87.8452	0.985605	29.6532	1.07688	15.034	0.990001	58.4617
185	11.07	0.959317	15.834	0.967583	31.9084	0.960516	8.69456	0.937074	8.92762	1.01198	9.16831	0.957815	9.24849	0.939975	9.0643	0.963547	9.16316	0.980778	9.0135	1.00092	8.64974	0.954783	29.8412	0.989187	89.2358	0.983511	30.114	1.06531	15.2836	0.991872	59.3913
186	11.13	0.960119	16.0762	0.969978	32.3978	0.961224	8.83457	0.932653	9.06347	0.998292	9.31373	0.947477	9.38651	0.935445	9.20056	0.951575	9.30177	0.977651	9.1559	1.00292	8.79583	0.956153	30.2941	0.987913	90.6397	0.982598	30.5795	1.05522	15.5335	0.994002	60.333
